spkid,e,q,i,moid,moid_ld
3768611,0.5624,1.087,5.82,0.138,53.8
3768614,0.7472,0.650,22.96,0.109,42.3
3768615,0.5339,1.034,2.98,0.0528,20.6
3768619,0.6250,0.865,8.63,0.0962,37.4
3768616,0.3810,0.692,0.90,0.0103,4.01
3768617,0.2979,0.995,2.80,0.00838,3.26
3768618,0.2146,0.930,7.84,0.0589,22.9
3768620,0.1004,0.975,9.66,0.0221,8.59
3768653,0.3336,0.728,10.48,0.175,68.2
3768654,0.2951,0.995,3.38,0.00887,3.45
3768819,0.4416,1.268,28.99,0.32,125
3768820,0.3274,1.017,14.26,0.093,36.2
3768843,0.4644,1.007,7.16,0.0212,8.27
3769379,0.4976,0.990,11.16,0.00438,1.71
3769378,0.4464,1.064,37.95,0.271,106
3769392,0.3692,0.917,6.73,0.0655,25.5
3769393,0.1817,0.942,1.19,0.00405,1.58
3769396,0.2242,1.098,8.96,0.115,44.9
3769398,0.7494,0.751,16.43,0.0338,13.1
3769399,0.6284,1.020,23.35,0.207,80.6
3769397,0.8331,0.231,27.60,0.33,129
3769400,0.2517,0.630,16.99,0.00263,1.02
3769401,0.6231,0.715,6.46,0.00582,2.27
3769402,0.2283,1.069,11.39,0.0718,27.9
3769468,0.6588,0.725,3.84,0.00207,0.807
3769459,0.8185,0.794,5.72,0.0402,15.7
54512593,0.6197,0.933,8.72,\N,\N
54512594,0.4941,0.705,36.91,\N,\N
54512595,0.3463,0.486,2.89,\N,\N
54512596,0.2552,0.793,14.20,\N,\N
54512588,0.0825,0.902,8.90,\N,\N
54512589,0.3038,0.554,2.10,\N,\N
54512590,0.2373,0.817,24.81,\N,\N
54512591,0.4347,0.801,5.87,\N,\N
54512592,0.8864,0.226,19.43,\N,\N
3838791,0.1663,1.223,9.26,0.261,102
3769412,0.2569,0.866,6.95,0.00015,0.0582
3769408,0.8815,0.255,15.75,0.024,9.33
3769410,0.3133,0.988,9.13,0.00303,1.18
3769411,0.2383,0.853,24.10,0.0295,11.5
3769409,0.3949,0.994,0.81,0.00391,1.52
3769703,0.7357,0.739,20.52,0.257,99.9
3769704,0.5178,1.154,32.11,0.241,93.9
3769709,0.6387,0.611,0.96,0.00516,2.01
3769706,0.3796,1.021,2.95,0.0427,16.6
3769708,0.0662,1.229,47.95,0.227,88.2
3769707,0.4701,1.008,6.48,0.0183,7.14
3769710,0.3994,1.152,12.87,0.231,89.8
3769751,0.3158,0.949,3.40,0.00109,0.426
3769749,0.3654,0.826,1.60,0.00703,2.74
3769750,0.3860,0.801,0.56,0.0072,2.8
54502970,0.1626,1.048,0.73,0.0479,18.6
3769804,0.3787,1.285,41.35,0.298,116
3769806,0.3216,0.826,4.34,0.0148,5.75
3769805,0.2460,1.014,8.15,0.0463,18
3769807,0.5019,1.123,7.00,0.135,52.4
3769808,0.5520,0.491,8.96,0.0387,15.1
3769812,0.4934,1.048,8.22,0.0827,32.2
3769811,0.0695,0.971,15.83,0.0244,9.51
3769818,0.3794,1.019,22.56,0.0397,15.4
3769809,0.3920,0.794,2.96,0.00145,0.564
3769810,0.7082,0.571,7.34,0.0179,6.97
3769813,0.4380,0.876,3.51,0.0031,1.21
3769817,0.5298,0.315,6.11,0.0169,6.58
3769816,0.6529,0.457,7.50,0.0468,18.2
3769814,0.3968,0.990,3.04,0.0122,4.75
3769873,0.5613,0.855,13.55,0.121,46.9
3769875,0.6215,0.689,17.53,0.000972,0.378
3769874,0.4869,0.780,11.97,0.0126,4.9
3769877,0.1691,0.864,2.67,0.0265,10.3
3769878,0.4740,1.145,10.15,0.229,89.3
3769879,0.6713,0.650,11.58,0.161,62.8
3769881,0.1305,0.808,2.64,0.0113,4.38
3769883,0.5555,0.374,31.92,0.164,63.8
3769884,0.2834,1.024,8.35,0.0334,13
3769880,0.4601,0.888,8.05,0.0503,19.6
3769885,0.6375,0.998,4.85,0.013,5.07
3769886,0.2644,0.895,4.59,0.00209,0.815
3769887,0.2556,1.275,7.92,0.28,109
3769888,0.2743,0.706,5.71,0.000149,0.0579
3769882,0.5099,0.958,4.52,0.00483,1.88
3769913,0.2911,0.945,4.69,0.0024,0.935
3769914,0.7915,0.457,37.63,0.0536,20.8
3769918,0.5022,0.681,13.11,0.22,85.7
3769915,0.5083,1.036,20.14,0.117,45.5
3769916,0.2646,1.071,27.18,0.0859,33.4
3769917,0.1989,0.971,23.08,0.11,42.8
3769919,0.4831,0.914,7.70,0.00273,1.06
3770143,0.5034,1.028,17.07,0.138,53.7
3770141,0.1235,1.124,26.85,0.23,89.4
3770142,0.1371,0.810,7.14,0.0188,7.31
3770139,0.3250,1.112,1.34,0.125,48.7
3770144,0.3639,1.150,8.74,0.154,60.1
3770145,0.6191,0.925,26.28,0.0651,25.4
3770146,0.3601,1.065,17.55,0.248,96.6
3770147,0.4875,1.051,26.08,0.0611,23.8
3770154,0.5616,0.826,4.06,0.00262,1.02
3770148,0.4764,0.994,7.02,0.016,6.24
3770151,0.0968,0.958,10.59,0.0522,20.3
3770153,0.4374,1.025,3.06,0.0272,10.6
3770149,0.6478,0.785,1.28,0.00297,1.16
3770150,0.4264,0.938,26.78,0.111,43.2
3770152,0.0468,0.964,16.51,0.00566,2.2
3770155,0.8122,0.460,2.20,0.0369,14.4
3770277,0.1159,1.248,21.19,0.288,112
3770275,0.4025,1.015,4.37,0.0255,9.92
3770276,0.4966,1.181,3.55,0.194,75.4
3770278,0.6577,1.041,31.48,0.138,53.5
3770279,0.5164,1.153,3.61,0.154,60
3770284,0.1908,0.952,17.41,0.0561,21.8
3770285,0.3001,1.143,21.53,0.169,65.9
3770283,0.4619,1.201,2.79,0.22,85.5
3770288,0.8268,0.207,7.09,0.0361,14.1
3770286,0.5198,1.143,1.64,0.15,58.4
3770290,0.6165,0.914,3.03,0.00143,0.556
3770320,0.2412,0.765,3.14,0.00566,2.2
3770322,0.5646,0.912,3.89,0.00253,0.985
3771595,0.5821,1.009,0.38,0.0232,9.01
3771596,0.3609,0.853,6.41,0.00488,1.9
3771597,0.6051,0.812,2.51,0.0168,6.55
3771592,0.6262,0.538,29.49,0.461,179
3771593,0.4056,1.180,3.50,0.174,67.7
54510136,0.5514,0.887,5.00,\N,\N
54510137,0.4222,0.786,8.15,\N,\N
54510138,0.2591,0.869,23.55,\N,\N
54510139,0.2031,0.704,19.80,\N,\N
54510140,0.4746,0.774,7.44,\N,\N
3770280,0.5995,0.684,1.37,0.00017,0.0662
3770287,0.4221,1.107,8.61,0.128,49.7
3770289,0.3316,1.005,4.41,0.0122,4.76
3770321,0.6425,1.001,3.98,0.0158,6.14
3770324,0.1152,1.043,16.22,0.0948,36.9
3770323,0.5761,0.731,15.28,0.112,43.7
3770326,0.7726,0.308,18.71,0.0121,4.72
3770325,0.5654,0.928,11.19,0.0106,4.11
3770328,0.2509,0.639,8.39,0.0488,19
3770329,0.2545,0.962,7.66,0.0115,4.46
3770330,0.5715,0.571,9.61,0.00534,2.08
3770327,0.3854,1.043,14.06,0.057,22.2
3770348,0.1351,1.017,17.38,0.0489,19
3770349,0.7533,0.529,8.22,0.119,46.5
3770351,0.3297,0.923,6.98,0.00177,0.691
3770350,0.5435,0.906,5.25,0.00383,1.49
3770986,0.4450,1.002,3.27,0.0112,4.34
3770988,0.4340,0.499,4.33,0.0309,12
3770987,0.4397,0.876,0.29,0.00233,0.907
3771012,0.5289,1.129,9.56,0.142,55.2
3771013,0.6961,0.633,6.92,0.108,41.9
3771011,0.6153,0.944,3.01,0.00604,2.35
3771014,0.2657,0.844,1.42,0.00511,1.99
3771010,0.5337,1.182,6.92,0.204,79.6
3771016,0.4796,1.171,62.18,0.296,115
3771015,0.6432,0.717,5.13,0.0733,28.5
3771018,0.0732,1.006,19.73,0.0141,5.47
3771020,0.6162,0.937,4.69,0.0253,9.86
3771022,0.1526,0.881,2.84,0.0136,5.29
3771023,0.3039,0.821,4.25,0.0708,27.6
3771019,0.1693,0.763,6.12,0.0287,11.2
3771021,0.4054,0.952,7.14,0.0195,7.59
3771024,0.6137,0.635,2.72,0.0428,16.7
3771026,0.4078,0.957,5.60,0.0112,4.35
3771027,0.4718,1.014,10.96,0.0407,15.8
3771028,0.1630,1.067,12.40,0.184,71.4
3771025,0.1156,0.994,11.68,0.0257,9.99
3771064,0.4323,1.024,26.14,0.041,15.9
3771065,0.4313,0.792,1.05,0.0131,5.11
3771061,0.4418,1.008,9.87,0.0156,6.05
3771062,0.6988,0.693,7.66,0.0781,30.4
3771063,0.4227,1.018,6.70,0.0633,24.6
3771066,0.4835,1.005,2.15,0.0199,7.75
3771067,0.3833,0.825,9.43,0.0273,10.6
3771068,0.6337,0.705,1.48,0.0206,8.01
3771069,0.6948,0.407,17.49,0.0809,31.5
3771451,0.4628,1.218,22.13,0.404,157
3771450,0.7056,0.766,19.76,0.029,11.3
3771452,0.4984,0.952,12.20,0.0168,6.53
3771475,0.3251,1.282,17.80,0.328,127
3771479,0.9058,0.185,14.55,0.104,40.4
3771477,0.5336,1.215,26.19,0.474,184
3771478,0.5570,0.719,9.01,0.0847,33
3771599,0.4643,0.636,1.79,0.00385,1.5
3771600,0.5290,1.010,4.89,0.019,7.4
3771602,0.7719,0.417,1.92,0.00622,2.42
3771605,0.3808,0.542,16.13,0.0546,21.2
54510141,0.5252,0.466,29.81,\N,\N
54510143,0.4666,0.978,4.08,\N,\N
3771565,0.5860,0.616,4.63,0.0756,29.4
3771564,0.4121,0.917,3.31,0.00364,1.42
3771566,0.3378,0.836,4.34,0.00437,1.7
3771582,0.3124,1.172,18.12,0.179,69.7
3771584,0.3226,0.952,13.86,0.0298,11.6
3771583,0.5094,1.049,0.90,0.0526,20.5
3771585,0.1792,1.121,50.68,0.196,76.4
3771590,0.2215,0.828,4.37,0.00586,2.28
3771591,0.6929,0.666,0.87,0.00171,0.666
3771587,0.1248,1.051,23.79,0.0731,28.5
3771589,0.5588,1.010,6.20,0.0369,14.4
3771588,0.5167,0.740,3.02,0.00251,0.977
3771586,0.5012,0.718,2.27,0.00601,2.34
3771606,0.6424,0.738,13.18,0.0335,13
3771617,0.4154,0.979,2.81,0.0126,4.9
3771608,0.3012,0.578,36.73,0.0829,32.3
3771612,0.5487,0.870,7.54,0.0256,9.98
3771610,0.7407,0.551,5.11,0.0104,4.03
3771611,0.6036,1.050,2.38,0.0535,20.8
3771614,0.1479,1.053,39.40,0.0865,33.6
3771619,0.6233,0.914,3.09,0.0177,6.89
3771613,0.6195,0.909,1.41,0.00775,3.02
3771609,0.2725,0.679,17.52,0.0456,17.8
3771607,0.5842,0.939,3.17,0.0342,13.3
3771615,0.5307,0.905,26.95,0.109,42.6
3771618,0.4298,1.159,8.39,0.219,85.3
3771616,0.4845,1.035,7.29,0.0401,15.6
3771620,0.3297,0.871,9.41,0.000477,0.186
3771621,0.5776,0.619,2.25,0.000148,0.0576
3771622,0.0632,0.891,6.02,0.0126,4.9
3771623,0.4336,1.277,12.37,0.272,106
3771630,0.3730,0.806,21.87,0.166,64.6
3771625,0.2038,1.119,5.94,0.129,50.1
3771629,0.3473,0.978,6.26,0.024,9.34
3771631,0.1635,1.255,16.61,0.284,111
3771627,0.3531,1.261,6.67,0.289,112
3771626,0.5050,0.971,2.52,0.00352,1.37
3771637,0.7479,0.520,10.56,0.0246,9.58
3771628,0.4095,0.538,16.27,0.0119,4.64
3771632,0.2341,1.064,1.81,0.0623,24.3
3771634,0.2372,1.286,24.66,0.312,121
3771633,0.2638,0.742,1.81,0.00175,0.682
3771640,0.4225,0.772,11.20,0.00333,1.29
3771641,0.1865,0.852,1.01,0.0125,4.85
3771639,0.5392,0.773,6.97,0.00134,0.521
3771635,0.5618,0.883,2.64,0.000859,0.334
3771636,0.3394,0.967,10.75,0.0637,24.8
3771644,0.1356,0.990,2.57,0.0119,4.63
3771638,0.3612,0.888,3.86,0.00958,3.73
3771645,0.6701,0.394,12.40,0.0253,9.85
3771642,0.1185,1.000,0.96,0.0056,2.18
3771643,0.4256,0.940,1.92,0.0197,7.65
3771798,0.1806,1.123,26.82,0.205,79.8
3771788,0.6420,1.003,17.80,0.0715,27.8
3771797,0.2516,1.045,9.04,0.0875,34.1
3771792,0.3843,1.157,5.45,0.167,65.1
3771794,0.1690,1.047,7.66,0.0475,18.5
3771793,0.7197,0.750,5.51,0.00927,3.61
3771790,0.5903,1.176,2.91,0.174,67.6
3771795,0.5541,1.247,12.60,0.264,103
3771791,0.8434,0.371,2.11,0.0156,6.06
3771796,0.5709,1.154,2.00,0.152,59.3
3771800,0.2630,0.822,9.65,0.0116,4.51
3771799,0.1562,0.810,7.15,0.0186,7.22
3772381,0.1316,0.976,2.33,0.00341,1.33
3772386,0.3211,0.782,23.24,0.142,55.2
3772383,0.2949,1.000,4.83,0.052,20.2
3772384,0.5983,1.285,15.96,0.288,112
3772382,0.5209,0.964,4.41,0.00815,3.17
3772387,0.2502,1.205,4.68,0.208,80.9
3772397,0.4095,0.962,11.70,0.135,52.5
3772395,0.2213,0.912,3.78,0.0333,13
3772392,0.7074,0.717,6.91,0.00949,3.69
3772391,0.1165,1.109,10.42,0.131,51
3772393,0.5297,1.240,36.66,0.292,114
3772390,0.5564,0.996,28.04,0.0933,36.3
3772400,0.8242,0.440,2.71,0.00449,1.75
3772388,0.4964,0.976,7.64,0.0567,22.1
3772394,0.0611,1.058,12.54,0.0557,21.7
3772399,0.2176,1.028,25.79,0.0568,22.1
3772389,0.7868,0.397,7.06,0.0107,4.16
3772398,0.2524,1.124,10.01,0.168,65.2
3772396,0.3583,0.857,22.92,0.0227,8.83
3772401,0.5170,0.692,37.88,0.173,67.2
54523016,0.4696,1.209,8.46,0.229,89.3
3772692,0.7822,0.441,25.80,0.157,61
3772699,0.3824,1.086,13.03,0.0898,34.9
3772698,0.3315,1.111,33.19,0.359,140
3772696,0.4414,0.951,30.79,0.0978,38.1
3772694,0.6053,0.970,3.46,0.0111,4.33
3772695,0.8436,0.390,14.87,0.207,80.4
3772700,0.5196,0.723,12.63,0.133,51.7
3772697,0.6833,0.899,11.18,0.0254,9.87
3772701,0.5274,1.151,1.32,0.144,56.1
3772758,0.8297,0.402,26.02,0.406,158
3772757,0.3199,0.786,6.84,0.0105,4.07
3772755,0.2231,0.874,12.62,0.0278,10.8
3772756,0.6494,0.271,2.34,0.00215,0.836
3772760,0.6298,0.863,5.56,0.0394,15.3
3772759,0.1459,0.883,3.17,2.05e-05,0.008
3772761,0.5449,0.927,9.44,0.0041,1.6
3772762,0.4389,1.029,11.49,0.0791,30.8
3772839,0.7249,0.697,12.67,0.0925,36
3772838,0.2554,1.263,13.92,0.275,107
3772841,0.3939,0.880,34.38,0.0828,32.2
3772845,0.4663,1.016,4.40,0.0481,18.7
3772842,0.1164,1.072,13.47,0.0766,29.8
3772840,0.2741,1.012,5.20,0.0272,10.6
3772843,0.4125,0.687,10.19,0.0377,14.7
3772844,0.3238,0.613,0.23,0.000754,0.294
3772846,0.2817,0.649,2.52,0.00958,3.73
3772977,0.5772,1.033,1.44,0.0353,13.7
3772979,0.3165,1.187,35.84,0.278,108
3772976,0.1201,1.142,12.20,0.139,54.2
3772994,0.4831,1.056,7.99,0.0622,24.2
3772980,0.4594,0.966,9.25,0.0469,18.2
3772974,0.3335,0.693,7.10,0.00185,0.719
3772975,0.3053,1.115,11.38,0.203,79.1
3772981,0.7941,0.578,4.87,0.0174,6.79
3772983,0.3723,0.920,1.38,0.00341,1.33
3772985,0.5032,0.993,4.66,0.013,5.07
3772984,0.4392,0.907,1.77,0.00523,2.04
3772982,0.1277,0.948,6.62,0.0382,14.9
3772987,0.4466,1.067,5.71,0.0676,26.3
3772986,0.5325,1.042,9.32,0.0564,22
3772992,0.5342,1.075,0.26,0.0674,26.2
3772996,0.2878,0.692,21.75,0.0231,8.99
3772990,0.3935,0.994,3.06,0.0153,5.95
3772991,0.2407,0.843,27.19,0.0339,13.2
3772988,0.2940,1.029,14.72,0.051,19.8
3772995,0.3482,0.612,3.50,0.0164,6.37
3772993,0.3461,0.645,2.49,0.00214,0.833
3772989,0.3056,1.171,23.10,0.179,69.7
3772997,0.5759,0.814,0.34,0.00306,1.19
3772998,0.5215,0.965,5.65,0.00263,1.02
3773050,0.1748,0.926,37.94,0.0585,22.8
3773055,0.7199,0.457,20.11,0.189,73.5
3773053,0.8145,0.239,29.16,0.0614,23.9
3773054,0.3423,0.782,9.58,0.011,4.27
3773048,0.3295,1.097,5.30,0.106,41.3
3773049,0.4572,1.117,2.34,0.108,42.1
3773052,0.5347,0.905,5.33,0.0311,12.1
3773051,0.4299,0.862,7.36,0.00197,0.766
3773056,0.5118,1.011,1.49,0.00706,2.75
3773057,0.0590,0.977,1.52,0.00215,0.836
3773058,0.2869,0.918,3.00,0.000235,0.0914
3773595,0.6069,0.990,22.46,0.0385,15
3773593,0.1585,0.817,11.71,0.0558,21.7
3773594,0.2824,0.673,9.56,0.0213,8.3
3773596,0.2191,0.880,4.75,0.0218,8.49
3773598,0.2026,0.941,2.58,0.0118,4.6
3773597,0.3505,0.741,17.66,0.00472,1.84
3773648,0.4100,0.924,24.05,0.154,59.8
3773651,0.5719,0.925,6.67,0.00449,1.75
3773647,0.2686,1.060,30.48,0.096,37.4
3773650,0.3838,0.539,10.88,0.075,29.2
3773652,0.5084,0.763,1.81,0.0244,9.51
3773649,0.4613,1.090,5.20,0.115,44.6
3773653,0.3174,0.622,17.90,0.106,41.4
3773654,0.5674,1.013,3.66,0.0255,9.92
3773658,0.5522,0.826,61.05,0.0017,0.661
3773657,0.5195,0.836,17.13,0.0036,1.4
3773660,0.5468,0.991,7.07,0.0123,4.77
3773659,0.5340,1.114,10.60,0.18,70
3773656,0.5951,1.080,0.78,0.079,30.7
3773655,0.7317,0.403,3.65,0.0154,5.98
3773661,0.5828,0.862,4.04,0.0362,14.1
3773663,0.5109,1.040,6.40,0.0861,33.5
3773662,0.4019,0.655,5.41,0.0137,5.33
3773664,0.2732,0.958,0.61,0.00617,2.4
54509590,0.3629,1.185,2.28,\N,\N
3773744,0.1721,0.999,1.11,0.00892,3.47
3773746,0.3573,1.066,16.42,0.0907,35.3
3773749,0.3968,0.682,8.30,0.000282,0.11
3773751,0.4407,0.964,5.23,0.0434,16.9
3773927,0.6804,1.189,23.85,0.287,112
3774033,0.6639,0.791,0.08,0.000303,0.118
3774034,0.4689,0.944,5.17,0.00101,0.394
3774032,0.3999,0.929,0.53,0.00487,1.89
54137507,0.4803,1.287,2.92,0.274,107
54426227,0.3310,1.155,6.27,0.154,60
54534492,0.3698,1.274,2.55,0.278,108
54574420,0.2115,1.170,4.92,0.156,60.6
3773672,0.7491,0.827,0.23,0.000124,0.0483
3773747,0.6854,0.523,21.99,0.151,58.6
3773750,0.5813,0.807,0.91,0.00631,2.45
3773748,0.2956,0.909,1.58,0.00879,3.42
3773752,0.3858,0.811,16.36,0.0414,16.1
3773753,0.4635,1.033,5.57,0.0389,15.1
3773760,0.5998,0.681,4.23,0.00388,1.51
3773754,0.5389,1.001,19.62,0.166,64.7
3773755,0.1828,0.785,6.86,0.024,9.34
3773757,0.5540,0.858,2.84,0.0256,9.96
3773756,0.3207,1.158,6.15,0.15,58.5
3773761,0.5733,0.734,17.16,0.199,77.3
3773758,0.5034,0.960,3.69,0.00798,3.1
3773762,0.1284,0.836,24.13,0.0806,31.4
3773763,0.5970,0.595,7.01,0.00622,2.42
3773830,0.3196,0.986,28.49,0.0812,31.6
3773831,0.2613,1.079,11.76,0.0783,30.5
3773832,0.7624,0.560,3.55,0.0282,11
3773839,0.3656,0.488,4.13,0.0189,7.37
3773833,0.2193,1.227,14.50,0.235,91.6
3773834,0.7540,0.307,37.70,0.315,123
3773835,0.2288,1.141,3.85,0.153,59.4
3773836,0.3344,1.046,8.97,0.042,16.3
3773837,0.2289,0.742,21.70,0.132,51.2
3773838,0.6771,0.846,3.62,0.0296,11.5
3773925,0.3412,0.944,14.92,0.00511,1.99
3773912,0.4175,0.928,6.49,0.0681,26.5
3773913,0.0455,0.982,7.25,0.00291,1.13
3773924,0.3989,1.006,2.12,0.00645,2.51
3773914,0.5856,1.077,25.62,0.317,123
3773915,0.6544,0.918,14.31,0.0384,14.9
3773916,0.5296,1.056,24.93,0.102,39.9
3773917,0.3207,1.032,7.69,0.0302,11.8
3773918,0.0610,1.010,14.98,0.058,22.6
3773919,0.5201,1.004,6.98,0.114,44.2
3773920,0.4223,1.223,9.51,0.216,83.9
3773921,0.1871,0.850,28.14,0.0967,37.6
3773922,0.2998,0.754,19.79,0.201,78.2
3773923,0.0644,0.892,10.48,0.00731,2.84
3773928,0.5375,1.054,13.59,0.0657,25.6
3773929,0.3036,0.795,3.60,0.0461,17.9
3773930,0.5630,0.997,30.97,0.00673,2.62
3773931,0.5415,1.211,15.96,0.202,78.5
3773983,0.3199,0.749,27.85,0.0574,22.3
3773991,0.7026,0.448,9.40,0.116,45.2
3774039,0.5341,0.875,5.54,0.000696,0.271
3773987,0.4559,0.830,2.51,0.00606,2.36
3773985,0.3440,0.775,2.75,0.00589,2.29
3773988,0.2807,0.904,4.42,0.00659,2.56
3773990,0.4209,0.712,3.86,0.00644,2.51
3773989,0.6730,0.883,11.92,0.124,48.3
3773986,0.5056,0.640,1.21,0.000634,0.247
3774003,0.5958,0.926,6.94,0.0541,21.1
3774002,0.7530,0.545,16.51,0.0957,37.3
3774001,0.4516,1.012,54.89,0.2,77.9
3774005,0.1897,1.025,23.74,0.0798,31
3774004,0.6091,1.024,9.73,0.0239,9.31
3774006,0.4650,0.418,11.02,0.0664,25.9
3774008,0.3233,0.944,1.63,0.00181,0.705
3774007,0.2188,0.696,8.65,0.0211,8.21
3774009,0.2233,1.092,18.49,0.0927,36.1
3774010,0.2850,0.933,3.87,0.00846,3.29
3774011,0.8028,0.468,33.08,0.0727,28.3
3774018,0.6407,0.351,13.22,0.0104,4.05
3774014,0.2964,0.561,7.24,0.00597,2.32
3774019,0.6477,0.686,5.54,0.00421,1.64
3774017,0.5356,0.987,19.31,0.216,84.1
3774012,0.1470,0.775,1.51,0.0149,5.79
3774015,0.2817,0.907,8.91,0.0142,5.51
3774051,0.3410,1.098,8.35,0.107,41.6
3774052,0.3566,1.031,14.06,0.0513,20
3774054,0.5059,0.891,7.28,0.0228,8.88
3774053,0.1474,1.024,13.83,0.106,41.3
3774065,0.5634,0.998,14.38,0.00847,3.3
3774066,0.1639,0.726,6.23,0.00327,1.27
3774067,0.3361,0.940,10.20,0.000172,0.0668
3774064,0.4585,0.971,5.33,0.00906,3.53
3774092,0.5285,0.991,6.72,0.0716,27.8
3774090,0.5998,0.837,6.16,0.0113,4.42
3774091,0.4163,0.849,23.74,0.029,11.3
3774095,0.0806,1.012,14.95,0.0436,17
3774098,0.2012,1.087,19.86,0.0901,35
3774096,0.1389,0.911,10.23,0.0252,9.79
3774097,0.2784,1.149,34.52,0.14,54.6
3774094,0.4850,0.979,6.82,0.0138,5.36
3774093,0.1472,1.011,7.49,0.0556,21.6
3774099,0.3624,0.779,12.32,0.0128,4.97
3774101,0.6000,0.929,22.09,0.000325,0.127
3774113,0.9428,0.165,41.07,0.254,98.7
3774112,0.5257,1.049,19.29,0.0915,35.6
3774114,0.1841,0.707,3.00,0.00169,0.658
3774135,0.4189,1.275,5.60,0.274,107
3774131,0.2953,1.059,1.32,0.0419,16.3
3774137,0.3624,0.624,18.59,0.00435,1.69
3774136,0.5026,0.884,5.42,0.00947,3.69
3774132,0.2218,1.052,9.40,0.0467,18.2
3774134,0.2167,0.713,1.79,0.000167,0.0649
3774133,0.2140,0.674,1.72,0.0131,5.12
3774368,0.5904,1.215,5.15,0.197,76.6
3774370,0.6706,0.922,14.42,0.123,48
3774360,0.2977,0.947,6.08,0.0324,12.6
3774364,0.4674,1.278,8.83,0.276,107
3774362,0.4495,0.466,29.94,0.175,68.2
3774366,0.3979,1.293,25.01,0.307,120
3774363,0.1276,1.029,8.02,0.0833,32.4
3774365,0.6252,0.821,6.00,0.019,7.39
3774367,0.5589,0.784,0.62,0.00124,0.482
3774372,0.4219,0.958,22.92,0.206,80.2
3774371,0.4304,0.771,6.47,0.0102,3.99
3774369,0.3832,1.240,2.14,0.229,89.3
3774373,0.4789,1.256,2.76,0.25,97.3
3774380,0.3219,1.105,8.23,0.0988,38.4
3774378,0.4905,1.081,7.84,0.108,42
3774379,0.6057,1.040,6.28,0.0518,20.2
3774377,0.4366,0.953,6.12,0.00502,1.96
3774376,0.3273,0.894,9.40,0.0079,3.08
3774383,0.4698,1.241,8.10,0.254,99
3774381,0.2845,1.067,8.45,0.119,46.1
3774382,0.0769,0.964,17.47,0.0142,5.54
3774384,0.0552,0.918,2.62,0.0106,4.11
3774434,0.6311,1.049,8.33,0.0592,23
3774435,0.6172,0.504,35.76,0.0631,24.5
3774436,0.1959,0.968,3.94,0.0368,14.3
3774557,0.6559,0.908,18.77,0.0411,16
3775117,0.5666,0.792,0.78,9.15e-05,0.0356
3775118,0.3881,1.111,6.28,0.127,49.6
3774375,0.6170,0.778,1.97,0.000971,0.378
3774433,0.2976,1.107,3.15,0.104,40.4
3774560,0.3449,0.752,5.77,0.000573,0.223
3774558,0.3796,0.890,6.11,0.0405,15.8
3774564,0.2663,0.704,11.16,0.0248,9.66
3774565,0.6501,0.776,7.12,0.0433,16.9
3774559,0.2875,1.061,2.57,0.0502,19.5
3774561,0.4631,0.939,10.77,0.00349,1.36
3774563,0.4271,1.022,35.74,0.124,48.2
3774567,0.5316,1.019,5.38,0.00753,2.93
3774562,0.4594,1.032,9.85,0.0214,8.33
3774568,0.4285,0.857,11.38,0.0459,17.9
3774566,0.2898,0.853,9.53,0.000154,0.06
3774578,0.0512,0.968,5.23,0.000365,0.142
3774574,0.6265,0.258,12.16,0.0127,4.94
3774573,0.8551,0.293,16.81,0.166,64.7
3774571,0.3954,0.685,21.87,0.0659,25.6
3774576,0.2991,0.843,23.16,0.00557,2.17
3774575,0.5001,0.916,6.80,0.038,14.8
3774577,0.5153,1.012,9.42,0.0396,15.4
3774572,0.5954,0.809,2.51,0.024,9.32
3774603,0.7839,0.251,42.71,0.0251,9.76
3774602,0.4770,1.167,9.74,0.17,66.1
3774604,0.2089,1.106,22.53,0.112,43.6
3774605,0.6331,0.966,11.54,0.0583,22.7
3774610,0.7821,0.360,8.49,0.0576,22.4
3774613,0.6185,0.903,14.02,0.0241,9.37
3774614,0.4629,0.577,6.98,0.0161,6.28
3774612,0.3492,0.590,5.82,0.0038,1.48
3774611,0.6659,0.824,1.58,0.00893,3.47
3774615,0.0924,1.037,27.34,0.0527,20.5
3774621,0.3682,1.081,16.09,0.0799,31.1
3775120,0.4626,0.921,8.98,0.00277,1.08
54509591,0.3626,1.044,12.58,\N,\N
3774691,0.3104,0.615,31.68,0.0173,6.73
3774681,0.6992,0.621,6.59,0.083,32.3
3774688,0.2039,0.859,18.96,0.00156,0.608
3774685,0.6498,0.511,7.80,0.0202,7.88
3774686,0.3345,0.685,8.79,0.0422,16.4
3774684,0.4605,1.289,6.81,0.28,109
3774687,0.5656,0.969,7.11,0.0268,10.4
3774689,0.3629,0.622,19.07,0.0131,5.08
3774683,0.4229,0.796,31.73,0.0467,18.2
3774692,0.4822,0.915,10.24,0.0173,6.73
3774682,0.5327,0.906,5.58,0.0497,19.3
3774690,0.5368,1.216,10.14,0.225,87.4
3774722,0.4033,1.020,8.51,0.0593,23.1
3774719,0.5312,1.281,14.49,0.382,149
3774723,0.7532,0.636,14.20,0.0892,34.7
3774724,0.1976,1.104,2.90,0.0894,34.8
3774726,0.4689,0.952,31.75,0.237,92.4
3774731,0.5597,0.998,2.12,0.0346,13.5
3774725,0.2559,0.788,4.96,0.0655,25.5
3774720,0.4883,0.932,3.36,0.0247,9.6
3774732,0.6146,0.902,6.17,0.00935,3.64
